basin,variant,lead,n,issue_date_first,issue_date_last,valid_date_first,valid_date_last,coverage90,crps
camels_11476600,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9545454545454546,1.3805605831504866
camels_11476600,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9516574585635359,1.4072175556445676
camels_11476600,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.96398891966759,1.365065174766398
camels_11476600,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9583333333333334,1.4614832046124735
camels_11476600,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9498607242339833,1.443341898542338
camels_11476600,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9497206703910615,1.52814888420748
camels_11478500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9602739726027397,1.2128383399238767
camels_11478500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.945054945054945,1.5702085378107444
camels_11478500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9393939393939394,1.6035820579138034
camels_11478500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.93646408839779,1.6496912296948396
camels_11478500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9335180055401662,1.6240018376012815
camels_11478500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9291666666666667,1.670424504023738
camels_11478500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9289693593314763,1.7162799324338336
camels_11478500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9175977653631285,1.787626952578258
camels_11480390,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9082191780821918,0.9768463927068319
camels_11480390,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.8914835164835165,1.1352721437891304
camels_11480390,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9008264462809917,1.1363195760017222
camels_11480390,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9060773480662984,1.150045735722405
camels_11480390,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.909972299168975,1.142560841333607
camels_11480390,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9013888888888889,1.1864078880969038
camels_11480390,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9066852367688022,1.228477120145069
camels_11480390,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.8854748603351955,1.2881906266513308
camels_11481200,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9671232876712329,0.9383317756613969
camels_11481200,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9326923076923077,1.1675274616965874
camels_11481200,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9297520661157025,1.2130671088422518
camels_11481200,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9281767955801105,1.2724125507878103
camels_11481200,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9210526315789473,1.2951171102458974
camels_11481200,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9111111111111111,1.3753406008307378
camels_11481200,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9052924791086351,1.4547552204530239
camels_11481200,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9050279329608939,1.5457893849303392
camels_11482500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9452054794520548,0.7110442923563212
camels_11482500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9258241758241759,0.8807064012962806
camels_11482500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9256198347107438,0.8996074694584091
camels_11482500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9226519337016574,0.9226248088810692
camels_11482500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9321329639889196,0.9401375480847238
camels_11482500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9291666666666667,1.0108655908030462
camels_11482500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9136490250696379,1.089961068068079
camels_11482500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.909217877094972,1.1735526931789766
camels_11522500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9561643835616438,0.6087950156397061
camels_11522500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9532967032967034,0.6629902077210988
camels_11522500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9476584022038568,0.6714371594400033
camels_11522500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9544198895027625,0.6673238485351587
camels_11522500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.945983379501385,0.6776755312424683
camels_11522500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9472222222222222,0.6859060084695103
camels_11522500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.947075208913649,0.6974014878541667
camels_11522500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9427374301675978,0.7265960494581636
camels_11523200,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9561643835616438,0.7817749593723465
camels_11523200,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9478021978021978,0.8369898411550759
camels_11523200,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9462809917355371,0.8289778281749365
camels_11523200,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.93646408839779,0.8383924367383027
camels_11523200,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9445983379501385,0.8281900524728559
camels_11523200,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9458333333333333,0.885484541916082
camels_11523200,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9373259052924791,0.9149356510967979
camels_11523200,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9385474860335196,1.009139660374513
camels_11528700,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9698630136986301,0.4976413206242505
camels_11528700,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9532967032967034,0.5821974807632219
camels_11528700,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9517906336088154,0.5927527277531105
camels_11528700,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9558011049723757,0.5966749258983339
camels_11528700,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9515235457063712,0.5906575760419706
camels_11528700,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.9458333333333333,0.6299172173576381
camels_11528700,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9415041782729805,0.679055497834565
camels_11528700,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9371508379888268,0.724287127266303
camels_11532500,flow-conditional,0,730,2016-10-01,2023-09-30,2016-10-01,2023-09-30,0.9753424657534246,1.461753510320585
camels_11532500,flow-conditional,1,728,2016-10-01,2023-09-29,2016-10-02,2023-09-30,0.9601648351648352,1.7289048654745613
camels_11532500,flow-conditional,2,726,2016-10-01,2023-09-28,2016-10-03,2023-09-30,0.9600550964187328,1.782196505849051
camels_11532500,flow-conditional,3,724,2016-10-01,2023-09-27,2016-10-04,2023-09-30,0.9571823204419889,1.8081416690062662
camels_11532500,flow-conditional,4,722,2016-10-01,2023-09-26,2016-10-05,2023-09-30,0.9515235457063712,1.89491433420058
camels_11532500,flow-conditional,5,720,2016-10-01,2023-09-25,2016-10-06,2023-09-30,0.95,2.0395933792954684
camels_11532500,flow-conditional,6,718,2016-10-01,2023-09-24,2016-10-07,2023-09-30,0.9401114206128134,2.107911310318439
camels_11532500,flow-conditional,7,716,2016-10-01,2023-09-23,2016-10-08,2023-09-30,0.9329608938547486,2.218828317069216
